block_num,timestamp,action_name,contract,actor,tag
253596204,2025-06-03T13:50:21.500,pushrate,eosio.oracle,ultra.oracle,unknown
253596204,2025-06-03T13:50:21.500,nonce,eosio.null,,unknown
253596184,2025-06-03T13:50:11.500,pushrate,eosio.oracle,ultra.oracle,unknown
253596184,2025-06-03T13:50:11.500,nonce,eosio.null,,unknown
253595938,2025-06-03T13:48:08.500,pushrate,eosio.oracle,ultra.oracle,unknown
253595938,2025-06-03T13:48:08.500,nonce,eosio.null,,unknown
253595932,2025-06-03T13:48:05.500,pushrate,eosio.oracle,ultra.oracle,unknown
253595932,2025-06-03T13:48:05.500,nonce,eosio.null,,unknown
253595916,2025-06-03T13:47:57.500,pushrate,eosio.oracle,ultra.oracle,unknown
253595916,2025-06-03T13:47:57.500,nonce,eosio.null,,unknown
253595909,2025-06-03T13:47:54.000,pushrate,eosio.oracle,ultra.oracle,unknown
253595909,2025-06-03T13:47:54.000,nonce,eosio.null,,unknown
253595414,2025-06-03T13:43:46.500,pushrate,eosio.oracle,ultra.oracle,unknown
253595414,2025-06-03T13:43:46.500,nonce,eosio.null,,unknown
253595414,2025-06-03T13:43:46.500,pushrate,eosio.oracle,ultra.oracle,unknown
253595414,2025-06-03T13:43:46.500,nonce,eosio.null,,unknown
253595207,2025-06-03T13:42:03.000,pushrate,eosio.oracle,ultra.oracle,unknown
253595207,2025-06-03T13:42:03.000,nonce,eosio.null,,unknown
253595190,2025-06-03T13:41:54.500,pushrate,eosio.oracle,ultra.oracle,unknown
253595190,2025-06-03T13:41:54.500,nonce,eosio.null,,unknown
253595014,2025-06-03T13:40:26.500,pushrate,eosio.oracle,ultra.oracle,unknown
253595014,2025-06-03T13:40:26.500,nonce,eosio.null,,unknown
253594974,2025-06-03T13:40:06.500,pushrate,eosio.oracle,ultra.oracle,unknown
253594974,2025-06-03T13:40:06.500,nonce,eosio.null,,unknown
253594729,2025-06-03T13:38:04.000,pushrate,eosio.oracle,ultra.oracle,unknown
253594729,2025-06-03T13:38:04.000,nonce,eosio.null,,unknown
253594556,2025-06-03T13:36:37.500,pushrate,eosio.oracle,ultra.oracle,unknown
253594556,2025-06-03T13:36:37.500,nonce,eosio.null,,unknown
253594546,2025-06-03T13:36:32.500,pushrate,eosio.oracle,ultra.oracle,unknown
253594546,2025-06-03T13:36:32.500,nonce,eosio.null,,unknown
253594499,2025-06-03T13:36:09.000,pushrate,eosio.oracle,ultra.oracle,unknown
253594499,2025-06-03T13:36:09.000,nonce,eosio.null,,unknown
253594297,2025-06-03T13:34:28.000,pushrate,eosio.oracle,ultra.oracle,unknown
253594297,2025-06-03T13:34:28.000,nonce,eosio.null,,unknown
253594290,2025-06-03T13:34:24.500,pushrate,eosio.oracle,ultra.oracle,unknown
253594290,2025-06-03T13:34:24.500,nonce,eosio.null,,unknown
253594287,2025-06-03T13:34:23.000,pushrate,eosio.oracle,ultra.oracle,unknown
253594287,2025-06-03T13:34:23.000,nonce,eosio.null,,unknown
253594278,2025-06-03T13:34:18.500,pushrate,eosio.oracle,ultra.oracle,unknown
253594278,2025-06-03T13:34:18.500,nonce,eosio.null,,unknown
253594032,2025-06-03T13:32:15.500,pushrate,eosio.oracle,ultra.oracle,unknown
253594032,2025-06-03T13:32:15.500,nonce,eosio.null,,unknown
253594010,2025-06-03T13:32:04.500,pushrate,eosio.oracle,ultra.oracle,unknown
253594010,2025-06-03T13:32:04.500,nonce,eosio.null,,unknown
253593830,2025-06-03T13:30:34.500,pushrate,eosio.oracle,ultra.oracle,unknown
253593830,2025-06-03T13:30:34.500,nonce,eosio.null,,unknown
253593814,2025-06-03T13:30:26.500,pushrate,eosio.oracle,ultra.oracle,unknown
253593814,2025-06-03T13:30:26.500,nonce,eosio.null,,unknown
253593790,2025-06-03T13:30:14.500,pushrate,eosio.oracle,ultra.oracle,unknown
253593790,2025-06-03T13:30:14.500,nonce,eosio.null,,unknown
253593584,2025-06-03T13:28:31.500,pushrate,eosio.oracle,ultra.oracle,unknown
253593584,2025-06-03T13:28:31.500,nonce,eosio.null,,unknown
253593581,2025-06-03T13:28:30.000,pushrate,eosio.oracle,ultra.oracle,unknown
253593581,2025-06-03T13:28:30.000,nonce,eosio.null,,unknown
253593569,2025-06-03T13:28:24.000,pushrate,eosio.oracle,ultra.oracle,unknown
253593569,2025-06-03T13:28:24.000,nonce,eosio.null,,unknown
253596844,2025-06-03T13:55:41.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596844,2025-06-03T13:55:41.500,nonce,eosio.null,,True,unknown
253596841,2025-06-03T13:55:40.000,pushrate,eosio.oracle,ultra.oracle,False,known
253596841,2025-06-03T13:55:40.000,nonce,eosio.null,,True,unknown
253596810,2025-06-03T13:55:24.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596810,2025-06-03T13:55:24.500,nonce,eosio.null,,True,unknown
253596798,2025-06-03T13:55:18.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596798,2025-06-03T13:55:18.500,nonce,eosio.null,,True,unknown
253596794,2025-06-03T13:55:16.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596794,2025-06-03T13:55:16.500,nonce,eosio.null,,True,unknown
253596618,2025-06-03T13:53:48.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596618,2025-06-03T13:53:48.500,nonce,eosio.null,,True,unknown
253596606,2025-06-03T13:53:42.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596606,2025-06-03T13:53:42.500,nonce,eosio.null,,True,unknown
253596570,2025-06-03T13:53:24.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596570,2025-06-03T13:53:24.500,nonce,eosio.null,,True,unknown
253596556,2025-06-03T13:53:17.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596556,2025-06-03T13:53:17.500,nonce,eosio.null,,True,unknown
253596390,2025-06-03T13:51:54.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596390,2025-06-03T13:51:54.500,nonce,eosio.null,,True,unknown
253596366,2025-06-03T13:51:42.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596366,2025-06-03T13:51:42.500,nonce,eosio.null,,True,unknown
253596329,2025-06-03T13:51:24.000,pushrate,eosio.oracle,ultra.oracle,False,known
253596329,2025-06-03T13:51:24.000,nonce,eosio.null,,True,unknown
253596327,2025-06-03T13:51:23.000,pushrate,eosio.oracle,ultra.oracle,False,known
253596327,2025-06-03T13:51:23.000,nonce,eosio.null,,True,unknown
253596102,2025-06-03T13:49:30.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596102,2025-06-03T13:49:30.500,nonce,eosio.null,,True,unknown
253596101,2025-06-03T13:49:30.000,pushrate,eosio.oracle,ultra.oracle,False,known
253596101,2025-06-03T13:49:30.000,nonce,eosio.null,,True,unknown
253596092,2025-06-03T13:49:25.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596092,2025-06-03T13:49:25.500,nonce,eosio.null,,True,unknown
253595916,2025-06-03T13:47:57.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595916,2025-06-03T13:47:57.500,nonce,eosio.null,,True,unknown
253595909,2025-06-03T13:47:54.000,pushrate,eosio.oracle,ultra.oracle,False,known
253595909,2025-06-03T13:47:54.000,nonce,eosio.null,,True,unknown
253595652,2025-06-03T13:45:45.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595652,2025-06-03T13:45:45.500,nonce,eosio.null,,True,unknown
253595641,2025-06-03T13:45:40.000,pushrate,eosio.oracle,ultra.oracle,False,known
253595641,2025-06-03T13:45:40.000,nonce,eosio.null,,True,unknown
253595640,2025-06-03T13:45:39.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595640,2025-06-03T13:45:39.500,nonce,eosio.null,,True,unknown
253595631,2025-06-03T13:45:35.000,pushrate,eosio.oracle,ultra.oracle,False,known
253595631,2025-06-03T13:45:35.000,nonce,eosio.null,,True,unknown
253595624,2025-06-03T13:45:31.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595624,2025-06-03T13:45:31.500,nonce,eosio.null,,True,unknown
253595414,2025-06-03T13:43:46.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595414,2025-06-03T13:43:46.500,nonce,eosio.null,,True,unknown
253595414,2025-06-03T13:43:46.500,pushrate,eosio.oracle,ultra.oracle,True,known
253595414,2025-06-03T13:43:46.500,nonce,eosio.null,,True,unknown
253595405,2025-06-03T13:43:42.000,pushrate,eosio.oracle,ultra.oracle,False,known
253595405,2025-06-03T13:43:42.000,nonce,eosio.null,,True,unknown
253595398,2025-06-03T13:43:38.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595398,2025-06-03T13:43:38.500,nonce,eosio.null,,True,unknown
253595207,2025-06-03T13:42:03.000,pushrate,eosio.oracle,ultra.oracle,False,known
253595207,2025-06-03T13:42:03.000,nonce,eosio.null,,True,unknown
253595190,2025-06-03T13:41:54.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595190,2025-06-03T13:41:54.500,nonce,eosio.null,,True,unknown
253594974,2025-06-03T13:40:06.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594974,2025-06-03T13:40:06.500,nonce,eosio.null,,True,unknown
253594935,2025-06-03T13:39:47.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594935,2025-06-03T13:39:47.000,nonce,eosio.null,,True,unknown
253594911,2025-06-03T13:39:35.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594911,2025-06-03T13:39:35.000,nonce,eosio.null,,True,unknown
253594729,2025-06-03T13:38:04.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594729,2025-06-03T13:38:04.000,nonce,eosio.null,,True,unknown
253594710,2025-06-03T13:37:54.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594710,2025-06-03T13:37:54.500,nonce,eosio.null,,True,unknown
253594668,2025-06-03T13:37:33.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594668,2025-06-03T13:37:33.500,nonce,eosio.null,,True,unknown
253594499,2025-06-03T13:36:09.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594499,2025-06-03T13:36:09.000,nonce,eosio.null,,True,unknown
253594465,2025-06-03T13:35:52.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594465,2025-06-03T13:35:52.000,nonce,eosio.null,,True,unknown
253594442,2025-06-03T13:35:40.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594442,2025-06-03T13:35:40.500,nonce,eosio.null,,True,unknown
253594440,2025-06-03T13:35:39.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594440,2025-06-03T13:35:39.500,nonce,eosio.null,,True,unknown
253594247,2025-06-03T13:34:03.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594247,2025-06-03T13:34:03.000,nonce,eosio.null,,True,unknown
253594210,2025-06-03T13:33:44.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594210,2025-06-03T13:33:44.500,nonce,eosio.null,,True,unknown
253594010,2025-06-03T13:32:04.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594010,2025-06-03T13:32:04.500,nonce,eosio.null,,True,unknown
253593960,2025-06-03T13:31:39.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593960,2025-06-03T13:31:39.500,nonce,eosio.null,,True,unknown
253593790,2025-06-03T13:30:14.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593790,2025-06-03T13:30:14.500,nonce,eosio.null,,True,unknown
253593749,2025-06-03T13:29:54.000,pushrate,eosio.oracle,ultra.oracle,False,known
253593749,2025-06-03T13:29:54.000,nonce,eosio.null,,True,unknown
253593730,2025-06-03T13:29:44.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593730,2025-06-03T13:29:44.500,nonce,eosio.null,,True,unknown
253593528,2025-06-03T13:28:03.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593528,2025-06-03T13:28:03.500,nonce,eosio.null,,True,unknown
253593502,2025-06-03T13:27:50.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593502,2025-06-03T13:27:50.500,nonce,eosio.null,,True,unknown
253593480,2025-06-03T13:27:39.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593480,2025-06-03T13:27:39.500,nonce,eosio.null,,True,unknown
253593470,2025-06-03T13:27:34.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593470,2025-06-03T13:27:34.500,nonce,eosio.null,,True,unknown
253593300,2025-06-03T13:26:09.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593300,2025-06-03T13:26:09.500,nonce,eosio.null,,True,unknown
253593278,2025-06-03T13:25:58.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593278,2025-06-03T13:25:58.500,nonce,eosio.null,,True,unknown
253593242,2025-06-03T13:25:40.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593242,2025-06-03T13:25:40.500,nonce,eosio.null,,True,unknown
253593238,2025-06-03T13:25:38.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593238,2025-06-03T13:25:38.500,nonce,eosio.null,,True,unknown
253593038,2025-06-03T13:23:58.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593038,2025-06-03T13:23:58.500,nonce,eosio.null,,True,unknown
253593027,2025-06-03T13:23:53.000,pushrate,eosio.oracle,ultra.oracle,False,known
253593027,2025-06-03T13:23:53.000,nonce,eosio.null,,True,unknown
253593020,2025-06-03T13:23:49.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593020,2025-06-03T13:23:49.500,nonce,eosio.null,,True,unknown
253592822,2025-06-03T13:22:10.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592822,2025-06-03T13:22:10.500,nonce,eosio.null,,True,unknown
253592804,2025-06-03T13:22:01.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592804,2025-06-03T13:22:01.500,nonce,eosio.null,,True,unknown
253592799,2025-06-03T13:21:59.000,pushrate,eosio.oracle,ultra.oracle,False,known
253592799,2025-06-03T13:21:59.000,nonce,eosio.null,,True,unknown
253592789,2025-06-03T13:21:54.000,pushrate,eosio.oracle,ultra.oracle,False,known
253592789,2025-06-03T13:21:54.000,nonce,eosio.null,,True,unknown
253592789,2025-06-03T13:21:54.000,pushrate,eosio.oracle,ultra.oracle,True,known
253592789,2025-06-03T13:21:54.000,nonce,eosio.null,,True,unknown
253592767,2025-06-03T13:21:43.000,pushrate,eosio.oracle,ultra.oracle,False,known
253592767,2025-06-03T13:21:43.000,nonce,eosio.null,,True,unknown
253592573,2025-06-03T13:20:06.000,pushrate,eosio.oracle,ultra.oracle,False,known
253592573,2025-06-03T13:20:06.000,nonce,eosio.null,,True,unknown
253592538,2025-06-03T13:19:48.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592538,2025-06-03T13:19:48.500,nonce,eosio.null,,True,unknown
253592526,2025-06-03T13:19:42.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592526,2025-06-03T13:19:42.500,nonce,eosio.null,,True,unknown
253592525,2025-06-03T13:19:42.000,pushrate,eosio.oracle,ultra.oracle,False,known
253592525,2025-06-03T13:19:42.000,nonce,eosio.null,,True,unknown
253592332,2025-06-03T13:18:05.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592332,2025-06-03T13:18:05.500,nonce,eosio.null,,True,unknown
253592327,2025-06-03T13:18:03.000,pushrate,eosio.oracle,ultra.oracle,False,known
253592327,2025-06-03T13:18:03.000,nonce,eosio.null,,True,unknown
253592326,2025-06-03T13:18:02.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592326,2025-06-03T13:18:02.500,nonce,eosio.null,,True,unknown
253592312,2025-06-03T13:17:55.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592312,2025-06-03T13:17:55.500,nonce,eosio.null,,True,unknown
253592087,2025-06-03T13:16:03.000,pushrate,eosio.oracle,ultra.oracle,False,known
253592087,2025-06-03T13:16:03.000,nonce,eosio.null,,True,unknown
253592068,2025-06-03T13:15:53.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592068,2025-06-03T13:15:53.500,nonce,eosio.null,,True,unknown
253592046,2025-06-03T13:15:42.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592046,2025-06-03T13:15:42.500,nonce,eosio.null,,True,unknown
253591851,2025-06-03T13:14:05.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591851,2025-06-03T13:14:05.000,nonce,eosio.null,,True,unknown
253591849,2025-06-03T13:14:04.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591849,2025-06-03T13:14:04.000,nonce,eosio.null,,True,unknown
253591838,2025-06-03T13:13:58.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591838,2025-06-03T13:13:58.500,nonce,eosio.null,,True,unknown
253591823,2025-06-03T13:13:51.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591823,2025-06-03T13:13:51.000,nonce,eosio.null,,True,unknown
253591823,2025-06-03T13:13:51.000,pushrate,eosio.oracle,ultra.oracle,True,known
253591823,2025-06-03T13:13:51.000,nonce,eosio.null,,True,unknown
253591812,2025-06-03T13:13:45.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591812,2025-06-03T13:13:45.500,nonce,eosio.null,,True,unknown
253591811,2025-06-03T13:13:45.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591811,2025-06-03T13:13:45.000,nonce,eosio.null,,True,unknown
253591807,2025-06-03T13:13:43.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591807,2025-06-03T13:13:43.000,nonce,eosio.null,,True,unknown
253591796,2025-06-03T13:13:37.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591796,2025-06-03T13:13:37.500,nonce,eosio.null,,True,unknown
253591793,2025-06-03T13:13:36.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591793,2025-06-03T13:13:36.000,nonce,eosio.null,,True,unknown
253591782,2025-06-03T13:13:30.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591782,2025-06-03T13:13:30.500,nonce,eosio.null,,True,unknown
253591602,2025-06-03T13:12:00.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591602,2025-06-03T13:12:00.500,nonce,eosio.null,,True,unknown
253591544,2025-06-03T13:11:31.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591544,2025-06-03T13:11:31.500,nonce,eosio.null,,True,unknown
253591333,2025-06-03T13:09:46.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591333,2025-06-03T13:09:46.000,nonce,eosio.null,,True,unknown
253591332,2025-06-03T13:09:45.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591332,2025-06-03T13:09:45.500,nonce,eosio.null,,True,unknown
253591307,2025-06-03T13:09:33.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591307,2025-06-03T13:09:33.000,nonce,eosio.null,,True,unknown
253591290,2025-06-03T13:09:24.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591290,2025-06-03T13:09:24.500,nonce,eosio.null,,True,unknown
253591110,2025-06-03T13:07:54.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591110,2025-06-03T13:07:54.500,nonce,eosio.null,,True,unknown
253591100,2025-06-03T13:07:49.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591100,2025-06-03T13:07:49.500,nonce,eosio.null,,True,unknown
253591093,2025-06-03T13:07:46.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591093,2025-06-03T13:07:46.000,nonce,eosio.null,,True,unknown
253591082,2025-06-03T13:07:40.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591082,2025-06-03T13:07:40.500,nonce,eosio.null,,True,unknown
253590887,2025-06-03T13:06:03.000,pushrate,eosio.oracle,ultra.oracle,False,known
253590887,2025-06-03T13:06:03.000,nonce,eosio.null,,True,unknown
253590853,2025-06-03T13:05:46.000,pushrate,eosio.oracle,ultra.oracle,False,known
253590853,2025-06-03T13:05:46.000,nonce,eosio.null,,True,unknown
