block_num,timestamp,action_name,account,actor,multi_action,tag
253601189,2025-06-03T14:31:54.000,pushrate,eosio.oracle,ultra.oracle,False,known
253601189,2025-06-03T14:31:54.000,nonce,eosio.null,,True,unknown
253601168,2025-06-03T14:31:43.500,pushrate,eosio.oracle,ultra.oracle,False,known
253601168,2025-06-03T14:31:43.500,nonce,eosio.null,,True,unknown
253600973,2025-06-03T14:30:06.000,pushrate,eosio.oracle,ultra.oracle,False,known
253600973,2025-06-03T14:30:06.000,nonce,eosio.null,,True,unknown
253600958,2025-06-03T14:29:58.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600958,2025-06-03T14:29:58.500,nonce,eosio.null,,True,unknown
253600930,2025-06-03T14:29:44.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600930,2025-06-03T14:29:44.500,nonce,eosio.null,,True,unknown
253600739,2025-06-03T14:28:09.000,pushrate,eosio.oracle,ultra.oracle,False,known
253600739,2025-06-03T14:28:09.000,nonce,eosio.null,,True,unknown
253600736,2025-06-03T14:28:07.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600736,2025-06-03T14:28:07.500,nonce,eosio.null,,True,unknown
253600734,2025-06-03T14:28:06.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600734,2025-06-03T14:28:06.500,nonce,eosio.null,,True,unknown
253600718,2025-06-03T14:27:58.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600718,2025-06-03T14:27:58.500,nonce,eosio.null,,True,unknown
253600714,2025-06-03T14:27:56.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600714,2025-06-03T14:27:56.500,nonce,eosio.null,,True,unknown
253600712,2025-06-03T14:27:55.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600712,2025-06-03T14:27:55.500,nonce,eosio.null,,True,unknown
253600706,2025-06-03T14:27:52.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600706,2025-06-03T14:27:52.500,nonce,eosio.null,,True,unknown
253600704,2025-06-03T14:27:51.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600704,2025-06-03T14:27:51.500,nonce,eosio.null,,True,unknown
253600515,2025-06-03T14:26:17.000,pushrate,eosio.oracle,ultra.oracle,False,known
253600515,2025-06-03T14:26:17.000,nonce,eosio.null,,True,unknown
253600482,2025-06-03T14:26:00.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600482,2025-06-03T14:26:00.500,nonce,eosio.null,,True,unknown
253600464,2025-06-03T14:25:51.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600464,2025-06-03T14:25:51.500,nonce,eosio.null,,True,unknown
253600444,2025-06-03T14:25:41.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600444,2025-06-03T14:25:41.500,nonce,eosio.null,,True,unknown
253600438,2025-06-03T14:25:38.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600438,2025-06-03T14:25:38.500,nonce,eosio.null,,True,unknown
253600264,2025-06-03T14:24:11.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600264,2025-06-03T14:24:11.500,nonce,eosio.null,,True,unknown
253600248,2025-06-03T14:24:03.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600248,2025-06-03T14:24:03.500,nonce,eosio.null,,True,unknown
253600232,2025-06-03T14:23:55.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600232,2025-06-03T14:23:55.500,nonce,eosio.null,,True,unknown
253600215,2025-06-03T14:23:47.000,pushrate,eosio.oracle,ultra.oracle,False,known
253600215,2025-06-03T14:23:47.000,nonce,eosio.null,,True,unknown
253600041,2025-06-03T14:22:20.000,pushrate,eosio.oracle,ultra.oracle,False,known
253600041,2025-06-03T14:22:20.000,nonce,eosio.null,,True,unknown
253600020,2025-06-03T14:22:09.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600020,2025-06-03T14:22:09.500,nonce,eosio.null,,True,unknown
253600016,2025-06-03T14:22:07.500,pushrate,eosio.oracle,ultra.oracle,False,known
253600016,2025-06-03T14:22:07.500,nonce,eosio.null,,True,unknown
253599996,2025-06-03T14:21:57.500,pushrate,eosio.oracle,ultra.oracle,False,known
253599996,2025-06-03T14:21:57.500,nonce,eosio.null,,True,unknown
253599995,2025-06-03T14:21:57.000,pushrate,eosio.oracle,ultra.oracle,False,known
253599995,2025-06-03T14:21:57.000,nonce,eosio.null,,True,unknown
253599980,2025-06-03T14:21:49.500,pushrate,eosio.oracle,ultra.oracle,False,known
253599980,2025-06-03T14:21:49.500,nonce,eosio.null,,True,unknown
253599960,2025-06-03T14:21:39.500,pushrate,eosio.oracle,ultra.oracle,False,known
253599960,2025-06-03T14:21:39.500,nonce,eosio.null,,True,unknown
253599773,2025-06-03T14:20:06.000,pushrate,eosio.oracle,ultra.oracle,False,known
253599773,2025-06-03T14:20:06.000,nonce,eosio.null,,True,unknown
253599545,2025-06-03T14:18:12.000,pushrate,eosio.oracle,ultra.oracle,False,known
253599545,2025-06-03T14:18:12.000,nonce,eosio.null,,True,unknown
253599541,2025-06-03T14:18:10.000,pushrate,eosio.oracle,ultra.oracle,False,known
253599541,2025-06-03T14:18:10.000,nonce,eosio.null,,True,unknown
253599524,2025-06-03T14:18:01.500,pushrate,eosio.oracle,ultra.oracle,False,known
253599524,2025-06-03T14:18:01.500,nonce,eosio.null,,True,unknown
253599488,2025-06-03T14:17:43.500,pushrate,eosio.oracle,ultra.oracle,False,known
253599488,2025-06-03T14:17:43.500,nonce,eosio.null,,True,unknown
253599309,2025-06-03T14:16:14.000,pushrate,eosio.oracle,ultra.oracle,False,known
253599309,2025-06-03T14:16:14.000,nonce,eosio.null,,True,unknown
253599308,2025-06-03T14:16:13.500,pushrate,eosio.oracle,ultra.oracle,False,known
253599308,2025-06-03T14:16:13.500,nonce,eosio.null,,True,unknown
253599308,2025-06-03T14:16:13.500,pushrate,eosio.oracle,ultra.oracle,True,known
253599308,2025-06-03T14:16:13.500,nonce,eosio.null,,True,unknown
253599300,2025-06-03T14:16:09.500,pushrate,eosio.oracle,ultra.oracle,False,known
253599300,2025-06-03T14:16:09.500,nonce,eosio.null,,True,unknown
253599285,2025-06-03T14:16:02.000,pushrate,eosio.oracle,ultra.oracle,False,known
253599285,2025-06-03T14:16:02.000,nonce,eosio.null,,True,unknown
253599284,2025-06-03T14:16:01.500,pushrate,eosio.oracle,ultra.oracle,False,known
253599284,2025-06-03T14:16:01.500,nonce,eosio.null,,True,unknown
253599269,2025-06-03T14:15:54.000,pushrate,eosio.oracle,ultra.oracle,False,known
253599269,2025-06-03T14:15:54.000,nonce,eosio.null,,True,unknown
253599078,2025-06-03T14:14:18.500,pushrate,eosio.oracle,ultra.oracle,False,known
253599078,2025-06-03T14:14:18.500,nonce,eosio.null,,True,unknown
253599063,2025-06-03T14:14:11.000,pushrate,eosio.oracle,ultra.oracle,False,known
253599063,2025-06-03T14:14:11.000,nonce,eosio.null,,True,unknown
253599015,2025-06-03T14:13:47.000,pushrate,eosio.oracle,ultra.oracle,False,known
253599015,2025-06-03T14:13:47.000,nonce,eosio.null,,True,unknown
253598998,2025-06-03T14:13:38.500,pushrate,eosio.oracle,ultra.oracle,False,known
253598998,2025-06-03T14:13:38.500,nonce,eosio.null,,True,unknown
253598994,2025-06-03T14:13:36.500,pushrate,eosio.oracle,ultra.oracle,False,known
253598994,2025-06-03T14:13:36.500,nonce,eosio.null,,True,unknown
253598792,2025-06-03T14:11:55.500,pushrate,eosio.oracle,ultra.oracle,False,known
253598792,2025-06-03T14:11:55.500,nonce,eosio.null,,True,unknown
253598780,2025-06-03T14:11:49.500,pushrate,eosio.oracle,ultra.oracle,False,known
253598780,2025-06-03T14:11:49.500,nonce,eosio.null,,True,unknown
253598589,2025-06-03T14:10:14.000,pushrate,eosio.oracle,ultra.oracle,False,known
253598589,2025-06-03T14:10:14.000,nonce,eosio.null,,True,unknown
253598558,2025-06-03T14:09:58.500,pushrate,eosio.oracle,ultra.oracle,False,known
253598558,2025-06-03T14:09:58.500,nonce,eosio.null,,True,unknown
253598550,2025-06-03T14:09:54.500,pushrate,eosio.oracle,ultra.oracle,False,known
253598550,2025-06-03T14:09:54.500,nonce,eosio.null,,True,unknown
253598538,2025-06-03T14:09:48.500,pushrate,eosio.oracle,ultra.oracle,False,known
253598538,2025-06-03T14:09:48.500,nonce,eosio.null,,True,unknown
253598324,2025-06-03T14:08:01.500,pushrate,eosio.oracle,ultra.oracle,False,known
253598324,2025-06-03T14:08:01.500,nonce,eosio.null,,True,unknown
253598074,2025-06-03T14:05:56.500,pushrate,eosio.oracle,ultra.oracle,False,known
253598074,2025-06-03T14:05:56.500,nonce,eosio.null,,True,unknown
253598062,2025-06-03T14:05:50.500,pushrate,eosio.oracle,ultra.oracle,False,known
253598062,2025-06-03T14:05:50.500,nonce,eosio.null,,True,unknown
253597848,2025-06-03T14:04:03.500,pushrate,eosio.oracle,ultra.oracle,False,known
253597848,2025-06-03T14:04:03.500,nonce,eosio.null,,True,unknown
253597821,2025-06-03T14:03:50.000,pushrate,eosio.oracle,ultra.oracle,False,known
253597821,2025-06-03T14:03:50.000,nonce,eosio.null,,True,unknown
253597821,2025-06-03T14:03:50.000,pushrate,eosio.oracle,ultra.oracle,True,known
253597821,2025-06-03T14:03:50.000,nonce,eosio.null,,True,unknown
253597818,2025-06-03T14:03:48.500,pushrate,eosio.oracle,ultra.oracle,False,known
253597818,2025-06-03T14:03:48.500,nonce,eosio.null,,True,unknown
253597817,2025-06-03T14:03:48.000,pushrate,eosio.oracle,ultra.oracle,False,known
253597817,2025-06-03T14:03:48.000,nonce,eosio.null,,True,unknown
253597812,2025-06-03T14:03:45.500,pushrate,eosio.oracle,ultra.oracle,False,known
253597812,2025-06-03T14:03:45.500,nonce,eosio.null,,True,unknown
253597591,2025-06-03T14:01:55.000,pushrate,eosio.oracle,ultra.oracle,False,known
253597591,2025-06-03T14:01:55.000,nonce,eosio.null,,True,unknown
253597590,2025-06-03T14:01:54.500,pushrate,eosio.oracle,ultra.oracle,False,known
253597590,2025-06-03T14:01:54.500,nonce,eosio.null,,True,unknown
253597589,2025-06-03T14:01:54.000,pushrate,eosio.oracle,ultra.oracle,False,known
253597589,2025-06-03T14:01:54.000,nonce,eosio.null,,True,unknown
253597586,2025-06-03T14:01:52.500,pushrate,eosio.oracle,ultra.oracle,False,known
253597586,2025-06-03T14:01:52.500,nonce,eosio.null,,True,unknown
253597573,2025-06-03T14:01:46.000,pushrate,eosio.oracle,ultra.oracle,False,known
253597573,2025-06-03T14:01:46.000,nonce,eosio.null,,True,unknown
253597373,2025-06-03T14:00:06.000,pushrate,eosio.oracle,ultra.oracle,False,known
253597373,2025-06-03T14:00:06.000,nonce,eosio.null,,True,unknown
253597366,2025-06-03T14:00:02.500,pushrate,eosio.oracle,ultra.oracle,False,known
253597366,2025-06-03T14:00:02.500,nonce,eosio.null,,True,unknown
253597356,2025-06-03T13:59:57.500,pushrate,eosio.oracle,ultra.oracle,False,known
253597356,2025-06-03T13:59:57.500,nonce,eosio.null,,True,unknown
253597342,2025-06-03T13:59:50.500,pushrate,eosio.oracle,ultra.oracle,False,known
253597342,2025-06-03T13:59:50.500,nonce,eosio.null,,True,unknown
253597340,2025-06-03T13:59:49.500,pushrate,eosio.oracle,ultra.oracle,False,known
253597340,2025-06-03T13:59:49.500,nonce,eosio.null,,True,unknown
253597325,2025-06-03T13:59:42.000,pushrate,eosio.oracle,ultra.oracle,False,known
253597325,2025-06-03T13:59:42.000,nonce,eosio.null,,True,unknown
253597314,2025-06-03T13:59:36.500,pushrate,eosio.oracle,ultra.oracle,False,known
253597314,2025-06-03T13:59:36.500,nonce,eosio.null,,True,unknown
253596844,2025-06-03T13:55:41.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596844,2025-06-03T13:55:41.500,nonce,eosio.null,,True,unknown
253596841,2025-06-03T13:55:40.000,pushrate,eosio.oracle,ultra.oracle,False,known
253596841,2025-06-03T13:55:40.000,nonce,eosio.null,,True,unknown
253596618,2025-06-03T13:53:48.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596618,2025-06-03T13:53:48.500,nonce,eosio.null,,True,unknown
253596606,2025-06-03T13:53:42.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596606,2025-06-03T13:53:42.500,nonce,eosio.null,,True,unknown
253596390,2025-06-03T13:51:54.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596390,2025-06-03T13:51:54.500,nonce,eosio.null,,True,unknown
253596366,2025-06-03T13:51:42.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596366,2025-06-03T13:51:42.500,nonce,eosio.null,,True,unknown
253596329,2025-06-03T13:51:24.000,pushrate,eosio.oracle,ultra.oracle,False,known
253596329,2025-06-03T13:51:24.000,nonce,eosio.null,,True,unknown
253596327,2025-06-03T13:51:23.000,pushrate,eosio.oracle,ultra.oracle,False,known
253596327,2025-06-03T13:51:23.000,nonce,eosio.null,,True,unknown
253596102,2025-06-03T13:49:30.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596102,2025-06-03T13:49:30.500,nonce,eosio.null,,True,unknown
253596101,2025-06-03T13:49:30.000,pushrate,eosio.oracle,ultra.oracle,False,known
253596101,2025-06-03T13:49:30.000,nonce,eosio.null,,True,unknown
253596092,2025-06-03T13:49:25.500,pushrate,eosio.oracle,ultra.oracle,False,known
253596092,2025-06-03T13:49:25.500,nonce,eosio.null,,True,unknown
253595909,2025-06-03T13:47:54.000,pushrate,eosio.oracle,ultra.oracle,False,known
253595909,2025-06-03T13:47:54.000,nonce,eosio.null,,True,unknown
253595652,2025-06-03T13:45:45.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595652,2025-06-03T13:45:45.500,nonce,eosio.null,,True,unknown
253595641,2025-06-03T13:45:40.000,pushrate,eosio.oracle,ultra.oracle,False,known
253595641,2025-06-03T13:45:40.000,nonce,eosio.null,,True,unknown
253595640,2025-06-03T13:45:39.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595640,2025-06-03T13:45:39.500,nonce,eosio.null,,True,unknown
253595631,2025-06-03T13:45:35.000,pushrate,eosio.oracle,ultra.oracle,False,known
253595631,2025-06-03T13:45:35.000,nonce,eosio.null,,True,unknown
253595624,2025-06-03T13:45:31.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595624,2025-06-03T13:45:31.500,nonce,eosio.null,,True,unknown
253595616,2025-06-03T13:45:27.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595616,2025-06-03T13:45:27.500,nonce,eosio.null,,True,unknown
253595414,2025-06-03T13:43:46.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595414,2025-06-03T13:43:46.500,nonce,eosio.null,,True,unknown
253595414,2025-06-03T13:43:46.500,pushrate,eosio.oracle,ultra.oracle,True,known
253595414,2025-06-03T13:43:46.500,nonce,eosio.null,,True,unknown
253595405,2025-06-03T13:43:42.000,pushrate,eosio.oracle,ultra.oracle,False,known
253595405,2025-06-03T13:43:42.000,nonce,eosio.null,,True,unknown
253595398,2025-06-03T13:43:38.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595398,2025-06-03T13:43:38.500,nonce,eosio.null,,True,unknown
253595190,2025-06-03T13:41:54.500,pushrate,eosio.oracle,ultra.oracle,False,known
253595190,2025-06-03T13:41:54.500,nonce,eosio.null,,True,unknown
253594935,2025-06-03T13:39:47.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594935,2025-06-03T13:39:47.000,nonce,eosio.null,,True,unknown
253594911,2025-06-03T13:39:35.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594911,2025-06-03T13:39:35.000,nonce,eosio.null,,True,unknown
253594897,2025-06-03T13:39:28.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594897,2025-06-03T13:39:28.000,nonce,eosio.null,,True,unknown
253594893,2025-06-03T13:39:26.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594893,2025-06-03T13:39:26.000,nonce,eosio.null,,True,unknown
253594710,2025-06-03T13:37:54.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594710,2025-06-03T13:37:54.500,nonce,eosio.null,,True,unknown
253594668,2025-06-03T13:37:33.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594668,2025-06-03T13:37:33.500,nonce,eosio.null,,True,unknown
253594651,2025-06-03T13:37:25.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594651,2025-06-03T13:37:25.000,nonce,eosio.null,,True,unknown
253594442,2025-06-03T13:35:40.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594442,2025-06-03T13:35:40.500,nonce,eosio.null,,True,unknown
253594440,2025-06-03T13:35:39.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594440,2025-06-03T13:35:39.500,nonce,eosio.null,,True,unknown
253594210,2025-06-03T13:33:44.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594210,2025-06-03T13:33:44.500,nonce,eosio.null,,True,unknown
253594182,2025-06-03T13:33:30.500,pushrate,eosio.oracle,ultra.oracle,False,known
253594182,2025-06-03T13:33:30.500,nonce,eosio.null,,True,unknown
253594157,2025-06-03T13:33:18.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594157,2025-06-03T13:33:18.000,nonce,eosio.null,,True,unknown
253594155,2025-06-03T13:33:17.000,pushrate,eosio.oracle,ultra.oracle,False,known
253594155,2025-06-03T13:33:17.000,nonce,eosio.null,,True,unknown
253594155,2025-06-03T13:33:17.000,pushrate,eosio.oracle,ultra.oracle,True,known
253594155,2025-06-03T13:33:17.000,nonce,eosio.null,,True,unknown
253593960,2025-06-03T13:31:39.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593960,2025-06-03T13:31:39.500,nonce,eosio.null,,True,unknown
253593929,2025-06-03T13:31:24.000,pushrate,eosio.oracle,ultra.oracle,False,known
253593929,2025-06-03T13:31:24.000,nonce,eosio.null,,True,unknown
253593918,2025-06-03T13:31:18.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593918,2025-06-03T13:31:18.500,nonce,eosio.null,,True,unknown
253593730,2025-06-03T13:29:44.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593730,2025-06-03T13:29:44.500,nonce,eosio.null,,True,unknown
253593694,2025-06-03T13:29:26.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593694,2025-06-03T13:29:26.500,nonce,eosio.null,,True,unknown
253593480,2025-06-03T13:27:39.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593480,2025-06-03T13:27:39.500,nonce,eosio.null,,True,unknown
253593470,2025-06-03T13:27:34.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593470,2025-06-03T13:27:34.500,nonce,eosio.null,,True,unknown
253593464,2025-06-03T13:27:31.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593464,2025-06-03T13:27:31.500,nonce,eosio.null,,True,unknown
253593450,2025-06-03T13:27:24.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593450,2025-06-03T13:27:24.500,nonce,eosio.null,,True,unknown
253593447,2025-06-03T13:27:23.000,pushrate,eosio.oracle,ultra.oracle,False,known
253593447,2025-06-03T13:27:23.000,nonce,eosio.null,,True,unknown
253593442,2025-06-03T13:27:20.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593442,2025-06-03T13:27:20.500,nonce,eosio.null,,True,unknown
253593242,2025-06-03T13:25:40.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593242,2025-06-03T13:25:40.500,nonce,eosio.null,,True,unknown
253593238,2025-06-03T13:25:38.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593238,2025-06-03T13:25:38.500,nonce,eosio.null,,True,unknown
253593215,2025-06-03T13:25:27.000,pushrate,eosio.oracle,ultra.oracle,False,known
253593215,2025-06-03T13:25:27.000,nonce,eosio.null,,True,unknown
253593210,2025-06-03T13:25:24.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593210,2025-06-03T13:25:24.500,nonce,eosio.null,,True,unknown
253593194,2025-06-03T13:25:16.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593194,2025-06-03T13:25:16.500,nonce,eosio.null,,True,unknown
253593180,2025-06-03T13:25:09.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593180,2025-06-03T13:25:09.500,nonce,eosio.null,,True,unknown
253593176,2025-06-03T13:25:07.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593176,2025-06-03T13:25:07.500,nonce,eosio.null,,True,unknown
253592738,2025-06-03T13:21:28.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592738,2025-06-03T13:21:28.500,nonce,eosio.null,,True,unknown
253592706,2025-06-03T13:21:12.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592706,2025-06-03T13:21:12.500,nonce,eosio.null,,True,unknown
253592698,2025-06-03T13:21:08.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592698,2025-06-03T13:21:08.500,nonce,eosio.null,,True,unknown
253592696,2025-06-03T13:21:07.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592696,2025-06-03T13:21:07.500,nonce,eosio.null,,True,unknown
253592508,2025-06-03T13:19:33.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592508,2025-06-03T13:19:33.500,nonce,eosio.null,,True,unknown
253592502,2025-06-03T13:19:30.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592502,2025-06-03T13:19:30.500,nonce,eosio.null,,True,unknown
253592482,2025-06-03T13:19:20.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592482,2025-06-03T13:19:20.500,nonce,eosio.null,,True,unknown
253592432,2025-06-03T13:18:55.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592432,2025-06-03T13:18:55.500,nonce,eosio.null,,True,unknown
253592237,2025-06-03T13:17:18.000,pushrate,eosio.oracle,ultra.oracle,False,known
253592237,2025-06-03T13:17:18.000,nonce,eosio.null,,True,unknown
253592233,2025-06-03T13:17:16.000,pushrate,eosio.oracle,ultra.oracle,False,known
253592233,2025-06-03T13:17:16.000,nonce,eosio.null,,True,unknown
253592233,2025-06-03T13:17:16.000,pushrate,eosio.oracle,ultra.oracle,True,known
253592233,2025-06-03T13:17:16.000,nonce,eosio.null,,True,unknown
253591996,2025-06-03T13:15:17.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591996,2025-06-03T13:15:17.500,nonce,eosio.null,,True,unknown
253591966,2025-06-03T13:15:02.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591966,2025-06-03T13:15:02.500,nonce,eosio.null,,True,unknown
253591758,2025-06-03T13:13:18.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591758,2025-06-03T13:13:18.500,nonce,eosio.null,,True,unknown
253591739,2025-06-03T13:13:09.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591739,2025-06-03T13:13:09.000,nonce,eosio.null,,True,unknown
253591733,2025-06-03T13:13:06.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591733,2025-06-03T13:13:06.000,nonce,eosio.null,,True,unknown
253591729,2025-06-03T13:13:04.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591729,2025-06-03T13:13:04.000,nonce,eosio.null,,True,unknown
253591522,2025-06-03T13:11:20.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591522,2025-06-03T13:11:20.500,nonce,eosio.null,,True,unknown
253591519,2025-06-03T13:11:19.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591519,2025-06-03T13:11:19.000,nonce,eosio.null,,True,unknown
253591509,2025-06-03T13:11:14.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591509,2025-06-03T13:11:14.000,nonce,eosio.null,,True,unknown
253591508,2025-06-03T13:11:13.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591508,2025-06-03T13:11:13.500,nonce,eosio.null,,True,unknown
253591503,2025-06-03T13:11:11.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591503,2025-06-03T13:11:11.000,nonce,eosio.null,,True,unknown
253591503,2025-06-03T13:11:11.000,pushrate,eosio.oracle,ultra.oracle,True,known
253591503,2025-06-03T13:11:11.000,nonce,eosio.null,,True,unknown
253591499,2025-06-03T13:11:09.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591499,2025-06-03T13:11:09.000,nonce,eosio.null,,True,unknown
253591498,2025-06-03T13:11:08.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591498,2025-06-03T13:11:08.500,nonce,eosio.null,,True,unknown
253591285,2025-06-03T13:09:22.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591285,2025-06-03T13:09:22.000,nonce,eosio.null,,True,unknown
253591256,2025-06-03T13:09:07.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591256,2025-06-03T13:09:07.500,nonce,eosio.null,,True,unknown
